queue_length,token_position,active_counters,avg_processing_time_min,centre_workload_pct,hour_of_day,day_of_week,crop_factor,quantity_quintals,historical_avg_wait_min,actual_wait_minutes
9,6,3,7.6,73.7,16,1,1.35,28.6,75.9,26.0
6,4,2,5.7,80.5,8,5,1.0,59.3,43.7,16.6
9,7,3,12.0,48.2,10,4,1.4,26.8,43.7,44.6
39,29,3,6.0,73.5,12,2,1.05,10.1,37.0,70.6
31,3,2,9.7,109.9,10,1,1.1,48.0,37.1,23.3
32,16,4,7.8,101.0,15,1,0.95,7.9,49.4,33.8
41,15,3,7.2,34.7,17,0,1.35,69.7,49.6,55.6
50,31,3,7.6,40.2,13,0,1.35,13.3,48.8,122.6
12,10,2,8.0,69.6,9,0,1.35,55.3,36.5,58.8
8,1,5,8.3,49.6,8,2,1.35,117.7,10.0,8.5
8,3,4,6.5,36.5,17,5,0.95,6.1,20.5,6.1
50,16,2,8.8,50.4,12,3,1.1,47.2,42.2,88.3
28,10,1,7.6,34.9,16,2,1.35,82.4,46.0,105.4
20,17,4,6.0,72.4,17,0,1.35,23.3,37.0,38.2
47,32,3,7.4,69.2,16,0,1.1,69.5,33.7,91.3
59,51,2,10.1,30.5,8,2,1.4,34.7,45.6,365.6
7,2,3,8.3,68.6,10,5,0.9,30.6,40.7,10.1
11,8,3,8.0,71.6,13,5,1.05,107.9,36.3,32.3
20,2,4,7.4,78.5,12,1,1.4,28.4,22.6,9.2
16,6,2,7.5,107.6,11,1,1.25,48.3,31.9,36.5
4,3,3,8.3,108.6,9,0,0.95,24.5,53.2,18.8
6,3,2,7.6,72.2,11,0,0.9,37.6,30.4,10.9
58,40,6,8.7,97.6,12,3,0.95,38.7,50.0,67.7
22,3,4,8.5,36.8,9,5,1.4,42.6,58.6,10.8
26,26,4,6.2,72.5,17,1,1.25,78.7,32.5,57.0
3,2,4,8.8,84.3,8,3,0.95,90.4,36.7,10.2
41,25,3,6.6,75.2,14,0,0.95,63.7,53.8,52.8
42,1,5,6.5,48.5,14,5,1.35,75.2,56.8,13.6
14,5,2,8.0,35.0,15,0,1.0,98.5,34.3,26.1
11,3,4,8.4,60.9,17,3,1.25,119.9,22.5,12.6
18,18,2,8.9,81.8,13,3,1.05,57.5,57.1,100.0
54,9,3,4.8,109.3,8,0,1.1,112.7,49.0,28.5
12,6,3,9.2,48.9,15,4,1.05,61.4,46.8,22.7
23,23,4,8.6,103.4,9,0,0.9,94.9,53.0,55.2
12,5,4,6.9,35.5,10,1,1.4,70.9,27.8,19.8
13,9,3,7.6,104.5,15,5,0.95,106.7,46.7,34.1
25,1,3,8.3,96.6,11,5,1.35,56.6,38.6,9.1
45,21,5,4.0,31.7,12,0,1.05,85.0,49.2,28.1
51,27,2,6.1,53.9,16,2,1.4,58.6,51.6,118.3
58,42,4,9.7,34.1,14,0,1.1,103.6,53.7,117.1
19,6,3,7.1,109.6,17,4,0.95,119.4,49.2,22.8
55,55,3,7.9,64.2,14,1,0.9,33.0,45.0,131.8
46,44,1,7.8,83.0,8,0,0.95,59.5,45.4,325.9
36,36,3,9.1,48.7,8,3,0.9,14.3,46.4,99.6
45,28,2,7.4,104.7,15,1,1.05,21.2,34.5,116.5
8,5,2,7.5,51.9,17,1,1.1,111.9,37.6,24.1
29,17,2,8.3,50.8,8,4,0.9,67.5,46.8,66.4
55,40,3,9.3,55.2,17,5,1.1,50.4,49.8,138.9
53,52,3,9.7,67.0,9,3,1.25,82.2,34.2,214.9
55,3,4,7.5,31.5,11,2,1.05,69.4,29.1,16.4
32,12,2,7.3,77.8,16,0,1.35,38.2,21.9,59.6
51,39,3,7.8,32.5,14,2,0.95,31.1,26.9,101.3
44,12,3,10.0,73.1,14,5,1.1,72.9,35.5,49.0
18,2,3,9.2,66.6,17,3,1.4,26.7,36.6,10.4
6,6,4,7.3,49.4,14,1,1.0,21.0,38.6,12.3
18,5,3,5.6,56.4,12,4,1.25,41.6,27.5,18.8
19,9,4,9.7,86.5,8,4,1.05,104.1,20.2,23.9
22,21,3,9.8,30.8,12,1,1.05,9.2,43.5,80.8
37,11,3,6.3,55.3,15,4,0.95,100.8,43.5,27.0
32,5,3,7.3,84.4,14,2,1.05,76.4,49.5,17.5
56,35,4,9.3,42.2,14,5,1.4,9.6,51.8,115.3
41,27,5,8.6,74.8,9,1,1.25,74.2,46.7,67.0
59,49,3,5.0,43.5,8,0,1.4,54.0,43.4,121.0
3,2,4,6.3,42.4,11,0,1.35,101.7,52.5,11.2
28,24,2,8.9,91.8,15,3,0.9,109.3,59.1,99.9
10,1,5,8.4,51.3,8,5,1.1,37.9,33.9,5.8
51,39,2,9.0,60.1,9,5,1.4,95.2,51.2,244.8
35,30,2,9.2,88.4,14,1,1.4,40.6,34.5,187.6
29,14,2,8.4,44.4,12,5,1.35,39.0,44.6,87.8
54,37,6,8.6,72.5,13,2,0.9,27.2,54.8,62.5
15,3,5,7.1,103.4,15,5,1.35,83.0,38.7,13.4
33,28,5,8.2,74.3,16,1,1.0,35.1,30.6,49.3
7,4,4,8.5,33.9,15,1,1.35,58.5,36.5,18.5
12,11,3,10.6,77.2,8,2,1.0,98.4,30.6,36.9
49,23,5,6.8,37.2,11,4,1.1,96.1,29.1,44.4
30,25,6,9.1,52.6,12,2,0.9,103.4,56.5,43.2
21,2,3,7.8,98.0,16,1,1.35,23.5,48.4,12.0
31,8,2,9.1,30.9,13,1,1.35,72.5,33.4,58.7
58,41,4,7.8,36.2,13,1,0.95,110.2,30.2,95.3
24,3,6,9.8,59.1,10,1,1.25,9.8,31.0,12.7
20,2,5,6.9,110.0,9,3,1.4,96.4,33.4,16.5
37,37,5,8.2,53.3,9,4,1.1,33.3,55.8,72.0
4,1,5,8.7,42.6,14,1,1.0,82.0,40.7,14.0
28,26,5,7.0,74.0,12,3,1.25,87.5,67.6,52.9
44,5,4,8.5,71.5,17,5,1.05,111.4,41.5,22.9
20,20,4,9.5,66.0,8,1,0.9,63.5,35.1,52.5
24,13,2,7.9,105.7,12,4,0.95,102.5,53.1,63.7
50,21,3,9.1,52.4,8,4,0.95,10.2,22.0,60.4
49,29,3,7.0,53.5,16,2,0.95,53.4,44.3,67.5
51,20,5,6.4,41.2,15,3,1.05,55.5,27.5,31.9
32,31,3,9.0,85.8,11,5,1.4,66.9,15.8,156.2
41,38,2,7.2,55.7,8,4,1.05,60.4,40.6,140.3
36,20,1,5.5,94.2,15,0,0.95,116.3,52.0,113.7
58,50,4,6.9,107.7,12,1,1.05,14.0,44.6,110.8
53,25,3,10.0,33.5,8,4,1.4,35.5,43.1,121.7
34,2,3,9.6,109.4,9,5,1.0,116.4,10.8,13.6
36,32,2,6.3,50.3,12,5,1.05,56.2,40.1,127.4
2,2,3,5.8,63.6,16,3,1.35,70.7,40.3,11.3
15,6,2,7.4,92.2,17,3,1.0,14.3,49.5,25.3
34,3,3,9.6,83.2,15,3,1.1,37.7,29.3,11.9
36,33,3,7.7,92.3,17,2,1.05,9.6,52.0,90.2
6,1,3,7.7,67.3,15,5,0.95,20.8,35.9,2.5
39,5,3,7.1,103.3,16,1,0.95,77.8,38.4,22.1
42,13,2,7.6,93.2,9,0,1.05,92.8,48.3,60.2
51,19,5,9.3,54.7,14,3,0.95,105.1,27.7,40.8
51,12,3,8.1,105.9,17,1,1.4,33.9,51.9,45.4
58,48,2,7.7,106.9,12,3,1.4,43.3,25.7,305.7
54,25,2,9.0,63.2,10,3,1.05,70.5,49.9,138.0
12,9,3,8.1,82.2,17,5,1.05,14.6,39.2,21.0
3,3,2,9.4,95.2,15,0,1.35,97.8,40.2,18.0
45,35,1,7.0,95.4,9,1,1.4,60.6,10.0,338.4
18,12,3,8.4,31.1,11,3,1.4,116.0,34.9,58.2
40,30,3,9.3,80.3,12,5,1.25,18.5,39.5,132.5
21,5,3,10.3,107.9,12,2,0.9,20.3,60.6,22.0
15,2,4,6.4,48.5,11,3,1.25,45.1,41.6,11.5
33,22,1,7.7,93.6,10,5,1.05,28.8,34.2,206.2
35,13,5,6.0,72.7,10,1,0.9,85.1,52.0,25.4
26,25,2,6.5,47.7,12,4,1.25,113.9,35.9,117.4
8,7,4,8.0,34.1,17,3,1.1,15.3,54.4,20.6
36,3,2,5.0,90.8,13,2,0.9,32.9,45.1,10.5
48,20,5,8.6,55.3,8,2,1.4,32.4,31.2,57.1
30,5,3,8.8,60.0,11,3,0.95,63.5,53.3,21.0
23,8,2,7.9,68.8,17,1,0.9,57.0,49.2,35.2
42,33,3,6.7,70.6,17,3,1.4,88.6,52.7,110.1
44,8,1,7.6,46.5,13,2,1.1,89.3,39.8,76.8
14,8,4,11.2,83.7,9,3,0.95,70.9,49.2,25.4
14,2,4,7.2,85.4,17,2,1.35,73.0,65.0,13.2
2,2,2,6.8,41.4,12,4,1.05,101.9,44.1,14.8
55,16,3,4.5,72.6,16,3,1.35,50.6,37.2,36.9
37,12,1,9.6,78.7,10,0,0.9,6.4,60.5,111.4
5,5,4,6.1,44.9,10,3,1.0,29.5,50.0,11.4
38,25,3,8.1,101.6,16,2,1.4,9.1,36.6,100.2
45,32,3,11.2,68.6,10,1,0.9,50.3,62.8,127.0
41,24,6,8.6,39.2,11,2,0.95,46.2,27.6,43.5
54,48,2,8.5,56.8,16,4,1.25,16.3,48.3,255.0
47,47,6,7.5,68.2,11,1,1.35,91.8,55.8,101.2
14,12,3,8.5,30.8,12,0,0.9,68.6,54.9,36.1
56,9,2,8.1,32.6,9,0,1.4,31.0,31.2,53.6
39,23,3,8.8,34.4,15,4,1.0,92.3,27.1,75.2
25,18,4,4.4,73.1,16,4,1.0,81.8,44.8,25.8
20,13,3,8.6,56.9,17,4,0.95,27.0,50.5,34.9
2,2,2,8.7,101.4,11,5,1.35,118.0,29.1,19.1
39,32,2,11.8,74.7,10,4,1.25,25.4,45.6,272.3
6,2,4,8.0,90.8,11,3,1.1,93.7,24.5,15.3
17,15,3,8.3,85.0,14,2,1.0,116.4,54.7,49.1
59,36,3,8.6,71.6,8,5,1.05,88.4,35.1,111.8
25,17,2,8.6,89.6,9,3,1.1,81.6,40.0,85.7
57,5,4,6.1,73.6,17,1,1.4,108.9,52.4,18.3
28,22,6,9.2,60.8,12,0,0.9,36.0,51.3,40.7
2,2,1,6.6,64.9,16,0,1.1,36.9,47.7,11.6
35,10,2,8.6,97.1,13,1,1.05,78.7,54.4,57.9
37,24,5,6.7,75.1,10,0,0.95,106.4,46.9,43.3
5,2,4,7.7,60.2,10,4,0.95,76.0,59.4,16.0
1,1,3,7.3,44.4,14,4,1.4,117.4,21.5,8.8
40,18,5,7.6,69.6,10,5,1.4,30.6,41.3,52.2
12,7,3,7.9,50.2,17,4,1.35,100.0,40.8,33.0
56,4,2,8.6,106.4,10,1,1.4,111.6,39.4,33.4
36,26,4,7.9,69.3,17,2,0.95,54.1,48.0,57.0
45,5,3,9.3,30.7,14,1,0.95,115.6,44.6,18.4
23,23,6,7.2,37.4,16,2,1.05,28.2,51.9,33.3
47,16,2,8.6,52.7,16,0,1.25,114.6,27.8,88.3
31,3,3,6.8,37.4,10,5,1.05,108.8,69.5,13.5
11,10,4,10.7,101.5,15,0,1.25,12.6,37.3,32.6
10,2,3,8.7,98.3,8,0,1.1,65.0,45.4,17.3
3,1,3,7.0,107.7,15,2,1.4,65.8,39.5,11.2
54,23,5,10.6,86.5,9,0,1.1,11.6,43.0,57.8
14,5,3,8.8,81.6,11,1,1.0,9.5,35.6,18.3
16,14,3,7.0,103.9,14,2,1.1,5.6,44.5,39.4
10,1,5,7.8,105.7,13,4,0.9,65.3,49.0,8.3
29,1,2,6.3,100.2,16,2,1.4,58.3,13.2,7.6
10,9,6,6.3,98.9,15,1,0.95,113.2,38.1,18.1
12,5,4,9.8,83.7,9,5,1.1,44.4,37.6,16.5
30,17,3,6.7,30.1,11,1,1.25,80.7,69.9,56.5
41,23,3,6.0,64.4,8,1,0.9,5.9,52.3,41.3
1,1,6,9.0,80.9,14,0,1.1,81.3,60.0,9.1
5,1,2,10.5,73.8,11,5,1.1,110.0,48.7,10.7
20,11,3,9.7,95.7,15,4,1.35,45.8,43.0,49.2
8,1,3,11.4,95.5,9,5,1.1,41.1,46.4,5.9
43,14,2,11.6,77.9,15,4,0.95,77.0,55.5,80.2
12,4,3,6.6,31.8,9,3,1.05,42.8,63.0,13.4
1,1,6,7.5,59.5,15,5,1.05,51.3,45.6,6.2
57,30,5,5.6,48.3,8,5,1.05,36.4,34.5,43.2
54,19,3,6.3,57.1,9,1,1.25,44.7,53.1,54.3
20,7,3,9.6,79.4,12,5,1.1,83.1,31.8,28.2
28,24,4,8.4,35.3,8,0,1.05,111.1,46.7,57.3
57,13,1,10.2,31.8,12,2,1.0,72.1,50.2,144.1
43,18,4,6.7,64.9,12,0,0.95,6.2,40.7,34.2
37,23,5,7.2,93.5,14,1,1.0,35.3,31.1,35.6
47,46,5,8.9,32.5,9,0,1.0,114.5,36.5,84.2
37,33,3,9.6,97.9,9,5,1.1,109.7,38.2,117.8
12,7,3,5.5,60.7,13,1,0.9,18.3,29.4,21.8
37,18,1,7.6,39.5,17,5,1.35,109.5,37.4,180.4
49,9,3,8.6,75.4,10,2,1.35,115.9,24.6,43.4
49,33,3,9.2,106.2,15,2,0.95,42.3,49.1,103.9
56,32,5,9.5,73.4,10,4,1.25,85.6,46.0,92.7
44,17,5,7.9,84.9,17,5,1.0,69.4,45.2,34.5
56,19,6,6.1,95.3,11,3,1.0,43.8,37.4,29.2
28,27,5,5.1,93.9,14,0,1.05,22.6,39.0,33.5
47,6,1,7.7,35.8,8,3,0.9,47.2,32.1,42.3
15,3,3,7.6,89.3,8,0,0.95,111.7,48.1,13.8
6,5,2,6.8,106.0,16,4,1.0,98.3,25.7,26.0
44,34,2,9.3,86.1,13,4,1.25,43.0,43.0,229.9
59,20,3,6.3,96.9,12,2,0.9,68.0,34.4,48.9
20,4,4,7.0,68.8,9,2,1.4,51.7,63.1,14.0
50,10,4,9.8,55.5,9,5,1.25,58.6,48.3,31.5
14,10,1,6.8,84.1,14,2,1.25,92.5,42.0,84.5
2,2,2,8.5,69.4,13,5,1.1,67.4,28.7,11.4
9,5,2,8.0,101.6,15,0,1.4,25.8,25.6,33.8
37,11,2,8.4,108.0,10,5,1.4,35.9,47.9,74.7
20,16,2,9.3,95.6,10,3,1.35,70.3,63.6,116.4
26,26,4,8.5,109.4,12,3,0.9,84.7,46.9,66.5
29,29,4,5.9,57.9,17,2,1.0,63.4,44.1,50.6
1,1,3,6.2,101.7,11,4,1.4,76.3,44.3,7.6
55,30,4,8.4,56.4,15,3,0.9,95.8,43.2,63.3
35,16,2,6.6,39.4,13,4,1.4,67.7,44.4,87.8
6,3,6,9.4,79.7,15,2,1.05,117.4,33.8,14.2
37,16,3,8.5,66.4,14,0,1.25,32.1,30.3,57.1
53,40,4,5.4,103.7,9,5,1.05,110.8,43.3,64.2
59,12,5,10.8,69.4,16,1,1.4,33.5,59.9,40.9
5,3,5,7.5,104.2,13,3,1.0,66.1,51.3,11.1
33,21,2,7.7,36.3,13,5,0.9,57.4,27.2,85.6
49,43,4,8.6,96.4,9,5,1.0,47.9,38.9,98.7
51,36,2,7.9,90.7,16,2,1.1,115.7,50.7,161.8
14,1,1,9.4,87.6,8,2,1.0,36.3,60.2,2.7
12,9,2,6.5,58.4,13,5,1.0,82.6,63.5,37.0
42,6,5,9.7,92.7,15,3,0.9,97.5,39.5,17.8
20,20,5,9.0,68.7,9,1,1.05,27.7,51.9,39.9
53,25,2,6.8,87.2,10,0,1.25,116.9,45.0,125.7
50,2,3,8.4,74.2,17,3,1.05,67.9,40.6,12.8
24,9,6,9.8,42.6,17,5,1.4,110.2,42.7,25.5
59,28,3,8.8,35.2,14,0,1.4,81.3,42.9,117.7
43,38,3,8.2,59.3,8,2,1.35,79.7,56.1,147.0
34,3,3,8.9,104.6,12,5,0.9,44.7,25.1,16.2
25,20,4,9.1,72.4,13,5,0.9,93.6,47.6,56.1
50,6,3,7.2,94.2,17,3,1.05,8.4,60.5,13.7
29,7,4,8.2,76.1,14,0,1.35,68.9,59.2,23.6
57,33,3,9.3,106.6,17,4,1.25,8.7,48.8,133.8
39,1,2,8.2,59.6,17,4,1.25,40.3,32.9,4.9
31,5,3,6.9,34.6,14,4,1.1,16.1,51.3,14.7
56,6,2,8.4,92.5,10,5,1.4,109.8,57.9,46.1
47,45,3,7.4,86.4,14,0,1.4,77.2,35.8,158.2
43,34,2,8.9,72.2,8,4,1.35,81.9,46.3,206.8
50,47,4,10.1,56.1,11,2,1.1,102.9,39.5,157.7
23,15,3,9.0,45.1,14,5,0.9,89.3,34.6,46.2
44,26,4,6.8,68.6,14,0,1.35,19.3,38.2,62.6
38,14,6,8.5,83.3,11,2,1.4,76.0,43.5,34.7
20,7,4,4.1,76.3,8,1,1.0,117.5,31.0,16.6
23,14,6,7.9,65.0,15,0,0.9,29.6,29.0,18.3
45,31,3,9.4,73.2,11,4,1.35,76.3,31.3,154.9
52,24,2,8.6,38.6,9,4,0.9,69.8,45.9,95.4
16,11,5,8.2,85.7,11,5,1.25,50.0,24.4,29.6
50,31,5,11.2,88.7,15,1,0.95,114.8,15.4,71.9
42,29,5,5.4,30.9,15,5,1.05,46.0,58.5,40.2
55,42,4,5.8,51.6,12,3,1.35,15.8,29.8,100.9
8,8,3,8.7,37.4,9,1,1.1,115.7,39.7,31.2
50,17,1,9.3,109.9,14,4,1.05,88.9,53.1,168.3
21,14,4,9.4,77.5,10,4,1.05,44.4,24.7,40.2
1,1,2,7.1,67.3,13,3,0.9,37.3,24.7,9.5
55,40,2,6.7,67.0,16,1,1.25,111.7,34.4,173.1
8,4,3,6.5,107.2,12,2,1.0,36.5,53.5,17.7
29,26,3,8.5,82.8,16,1,1.0,66.8,41.7,78.4
32,16,1,6.5,43.5,11,2,1.4,29.7,41.9,165.7
38,24,4,9.7,65.9,16,4,0.95,119.4,38.5,60.4
5,5,5,8.0,91.9,8,4,1.1,93.5,48.7,14.0
47,27,4,6.9,63.9,11,1,1.1,70.3,59.2,61.5
22,20,3,7.0,54.8,8,4,1.25,90.8,77.8,60.5
47,18,6,5.7,109.3,16,5,1.4,110.4,40.2,35.1
34,18,2,6.8,104.9,15,5,1.05,115.8,60.3,75.7
1,1,4,7.2,105.3,15,5,1.1,95.4,54.0,10.8
55,37,2,8.6,40.5,14,3,1.4,102.6,45.2,226.0
55,26,3,7.9,48.7,16,0,1.25,50.7,15.5,91.7
26,9,3,6.7,65.4,10,2,1.4,50.1,37.5,36.8
43,35,4,6.2,96.6,14,4,1.35,98.0,37.9,85.6
10,8,1,7.6,88.9,13,2,0.9,92.4,46.3,63.7
30,20,2,4.9,98.0,12,1,0.9,108.6,39.6,58.4
50,42,3,7.5,103.7,16,3,0.9,20.3,35.2,100.5
18,3,3,9.7,92.5,11,2,0.9,84.4,66.4,20.3
17,11,3,7.7,50.9,10,4,0.95,79.5,57.7,39.0
26,11,3,8.2,52.8,10,0,1.0,96.8,17.7,36.2
8,7,3,8.1,58.2,9,5,1.05,7.8,38.6,26.1
47,39,2,5.9,54.2,8,3,1.0,100.0,49.6,122.1
40,36,2,10.6,49.9,10,1,1.1,42.5,58.0,242.6
49,30,3,7.4,90.2,15,4,1.0,84.0,37.0,80.8
12,7,4,8.0,32.7,13,3,1.05,75.9,39.4,19.9
27,19,2,7.0,88.3,9,4,1.35,55.6,43.1,93.0
8,4,2,9.7,95.9,15,1,1.4,90.8,49.9,29.2
25,15,3,5.8,35.3,12,1,1.4,115.5,23.6,51.3
46,31,2,10.0,34.9,11,0,1.0,42.2,17.8,180.9
4,3,3,7.5,52.8,8,3,1.4,91.1,57.1,14.5
33,15,3,7.2,46.7,8,0,1.05,41.2,30.1,42.3
1,1,2,7.1,76.5,11,0,1.1,102.3,67.5,9.2
19,18,1,10.7,84.0,16,0,1.25,55.3,31.6,237.3
31,11,5,5.6,80.7,17,5,1.0,56.7,39.8,21.7
16,10,4,7.2,58.6,17,2,0.9,93.8,46.4,22.8
14,12,4,6.1,69.9,13,1,1.4,62.1,16.4,33.4
53,2,3,5.3,81.2,8,0,1.4,35.7,76.4,13.7
48,20,4,10.0,39.6,15,2,1.25,119.5,37.3,61.3
5,4,5,8.0,48.4,16,2,0.95,76.3,31.9,14.5
41,4,4,6.3,101.2,9,2,1.1,79.2,28.0,15.5
26,22,2,9.2,57.4,13,0,1.35,79.4,46.3,160.0
28,18,3,7.4,94.1,14,2,1.4,106.6,45.5,68.2
2,2,3,7.0,50.1,8,0,0.9,26.1,28.4,11.3
50,23,3,8.9,33.3,12,3,1.25,11.8,25.5,99.1
6,3,3,7.4,70.0,12,1,1.35,49.5,54.7,11.1
9,3,5,6.6,101.4,10,4,0.95,70.0,34.1,9.7
33,11,4,9.0,95.5,9,0,1.4,37.9,21.3,39.1
41,28,2,7.8,50.2,8,1,1.05,84.3,40.2,119.9
25,24,2,9.1,102.8,13,0,1.05,13.5,37.2,137.9
48,2,3,7.4,68.4,14,5,0.9,95.9,65.4,8.8
13,11,1,9.5,33.9,9,3,1.35,87.6,35.7,131.2
9,8,3,8.0,32.2,9,1,1.05,29.6,38.3,26.9
53,29,3,9.6,68.8,12,1,1.4,39.3,44.6,150.9
13,11,3,9.5,73.7,12,2,0.9,97.8,35.1,41.5
31,5,6,9.9,36.4,10,0,1.05,93.9,47.3,13.4
41,18,3,8.1,103.8,10,0,1.35,98.6,29.8,86.0
11,7,2,8.6,87.5,8,4,1.25,42.1,39.1,36.9
4,2,2,7.7,94.1,10,2,0.95,116.5,46.9,14.6
34,14,3,6.7,76.7,16,2,1.35,87.3,55.7,47.7
38,10,2,11.0,83.1,9,4,1.35,12.5,35.0,72.9
46,35,3,6.9,61.0,8,2,1.1,59.9,34.8,91.2
4,1,2,9.4,84.3,16,2,1.0,81.4,60.5,5.6
38,35,3,9.1,108.3,12,3,0.95,24.4,35.4,125.1
19,11,4,8.3,81.8,15,5,1.05,108.7,41.3,31.6
6,4,1,7.8,57.3,11,1,1.0,91.7,62.6,35.8
34,12,3,7.8,52.8,15,4,1.1,14.4,42.8,39.1
18,3,3,7.0,107.1,12,3,1.4,110.0,39.0,21.1
13,5,4,8.1,44.8,13,5,1.25,51.5,39.9,17.9
41,39,3,6.2,94.5,13,3,0.95,57.0,33.1,95.9
23,14,3,9.1,67.2,13,3,0.9,95.1,47.4,50.3
19,11,4,7.7,65.5,9,2,1.35,79.1,30.9,34.9
45,39,3,6.6,89.8,17,5,1.25,55.3,51.3,108.9
11,9,3,6.1,41.8,17,5,1.1,34.9,42.2,21.8
1,1,2,7.8,67.3,16,4,1.4,64.4,44.8,9.7
24,21,4,7.9,32.9,14,2,1.4,71.6,62.8,62.3
54,10,5,7.2,83.6,10,2,1.35,77.6,24.6,23.2
7,3,6,8.8,34.7,9,3,0.95,74.6,42.3,7.1
25,15,5,8.5,37.0,11,0,1.1,76.0,49.7,34.7
21,19,4,8.1,97.6,15,4,1.25,59.7,34.6,57.4
15,6,3,6.6,65.4,16,4,0.95,69.6,53.4,18.0
1,1,4,6.9,46.1,17,3,1.0,38.2,35.5,6.7
12,5,3,5.9,77.4,9,3,1.25,23.2,45.5,14.7
58,52,3,7.7,71.5,13,1,0.95,74.8,40.5,148.4
7,4,3,8.8,62.9,15,3,0.95,10.4,43.9,14.7
15,2,3,6.2,102.4,10,2,1.05,12.5,42.9,11.9
21,13,4,7.2,90.0,16,3,1.4,33.4,41.6,34.7
19,5,3,7.9,42.1,11,4,0.95,27.3,36.3,21.1
29,4,2,8.8,75.7,12,0,1.4,48.0,34.0,30.2
25,14,2,5.8,37.1,14,0,1.35,47.7,45.8,55.6
33,8,5,11.3,49.6,12,2,1.05,18.4,42.6,23.8
49,9,4,9.1,102.8,11,0,1.35,33.3,33.7,37.0
32,25,3,7.1,67.0,11,3,1.05,5.5,46.1,72.8
49,35,3,6.4,101.4,12,0,1.35,45.4,36.4,118.7
35,21,3,8.4,43.3,10,3,0.95,96.6,60.7,67.8
44,18,2,8.7,46.4,16,5,1.1,35.6,71.9,89.9
38,33,3,6.5,58.2,9,1,1.25,79.0,58.7,90.8
26,8,4,6.3,59.3,14,4,1.0,16.3,58.0,15.7
11,3,3,6.7,89.6,11,5,1.25,6.4,51.8,6.9
35,17,3,8.1,78.0,15,2,1.05,62.3,39.5,55.1
8,3,1,8.1,74.3,14,1,1.4,58.1,19.2,30.9
46,31,3,11.2,78.2,15,0,1.25,27.0,29.7,142.9
14,2,1,4.8,88.6,11,2,1.4,38.0,33.9,11.6
10,6,3,7.0,101.4,9,3,1.4,8.5,56.5,23.3
2,2,3,7.2,63.2,14,1,0.95,96.7,45.1,4.8
46,14,4,8.7,94.2,16,4,0.9,39.6,34.1,30.5
9,3,3,8.8,69.6,13,4,1.35,30.2,19.9,13.2
3,1,3,7.7,87.8,14,1,0.95,97.5,69.8,11.5
21,2,3,10.3,100.0,13,1,1.0,9.5,48.4,9.2
26,2,4,6.3,32.6,9,1,1.1,37.7,52.9,10.0
8,7,2,7.0,73.7,16,0,1.05,35.2,35.6,27.2
48,23,3,6.0,109.2,12,5,1.0,35.2,40.3,63.9
2,1,5,7.8,69.7,10,5,1.25,6.3,37.9,1.0
6,1,2,7.5,99.1,11,5,1.05,112.5,42.8,9.0
28,7,3,9.2,44.9,11,4,1.05,104.4,64.1,30.3
53,30,4,10.8,78.3,16,4,0.9,52.7,27.5,78.0
29,28,3,10.2,99.6,12,0,1.4,56.2,41.5,158.8
26,14,4,6.2,64.5,9,2,1.0,65.3,46.3,28.1
25,12,3,8.1,68.9,13,4,1.4,60.0,40.6,56.4
12,1,3,9.2,36.6,14,2,1.4,94.6,53.9,8.2
5,3,4,9.0,33.4,15,2,0.9,61.2,21.2,11.9
34,24,4,11.5,67.5,12,2,1.05,26.7,64.6,83.1
48,6,5,7.7,97.5,15,4,0.95,18.5,25.6,10.5
37,27,2,8.1,104.5,15,3,1.05,110.6,28.4,120.1
15,2,3,11.4,82.7,11,2,1.35,10.6,36.6,6.1
44,24,2,8.6,96.1,14,5,0.95,108.2,34.2,104.8
36,24,2,7.1,88.8,16,3,1.0,84.4,47.1,92.1
15,6,3,6.5,86.1,17,0,0.95,51.5,45.7,15.1
43,34,3,8.3,91.5,11,5,0.9,26.5,43.4,103.5
48,40,2,9.6,70.4,16,3,1.35,40.7,25.0,260.6
23,15,2,9.6,66.6,11,3,1.4,65.9,40.3,114.2
6,3,3,6.7,42.7,8,1,1.0,80.5,42.2,11.5
46,22,6,8.2,97.5,11,2,1.05,84.5,56.8,47.1
50,24,4,7.3,33.6,9,4,1.4,56.4,44.4,60.4
44,1,2,7.8,51.4,13,1,1.4,48.0,46.6,9.8
59,18,5,9.4,71.6,15,5,1.0,93.4,65.5,42.2
43,12,3,7.9,107.7,13,3,1.1,111.4,28.1,48.2
45,43,5,9.0,92.9,16,0,0.9,110.2,37.3,76.8
21,8,3,9.0,59.5,13,4,1.25,68.4,28.4,42.0
23,7,3,7.1,87.1,14,0,1.05,14.1,61.3,16.5
43,23,5,9.8,104.5,12,3,1.4,13.4,62.1,77.7
55,21,2,6.4,73.1,15,0,1.05,51.3,60.3,75.5
16,2,5,6.1,67.0,9,1,0.9,89.3,48.6,9.7
47,11,4,7.3,74.2,9,0,0.9,62.2,46.6,24.0
53,22,6,6.5,54.9,15,1,1.0,77.1,36.5,35.3
15,10,3,8.9,102.6,13,2,1.0,102.0,51.2,39.5
25,3,2,11.8,93.8,9,4,1.35,9.6,26.6,18.5
36,29,3,9.7,86.4,13,0,1.0,111.2,26.6,106.2
11,10,6,6.8,77.1,15,1,0.9,43.1,37.0,13.3
51,28,3,6.5,107.6,13,3,1.0,10.4,64.6,74.4
15,11,3,9.5,53.8,16,5,0.95,101.1,35.8,39.1
